7.569861086079424650e-01 -4.241929620833936876e-01 -4.970235027576874187e-01 0.000000000000000000e+00 2.030740861387423379e-01 8.756946848833413455e-01 -4.380864462705736373e-01 0.000000000000000000e+00 6.210740269191097340e-01 2.306927605842499229e-01 7.490313099600702795e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00 -7.100691788370394608e-02 1.521355912466656468e-01 -4.273393778424490197e-01 3.251420429400327938e-01 -2.238011775806033055e-01 -3.934935986774703021e-01
7.583653314442155846e-01 -4.222698979676909881e-01 -4.965583121816539713e-01 2.649386198419355267e-03 2.017750546039669968e-01 8.764526612636248659e-01 -4.371699444941788970e-01 1.845135038618600856e-04 6.198135619102363991e-01 2.313414493789694992e-01 7.498748447011069906e-01 -7.970422940641214453e-04 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00 -2.490862784100893179e-01 2.721781493842728161e-01 -3.778818606461421536e-01 2.949717452910321502e-01 -2.337333561427755446e-01 -4.042233095500044060e-01
7.599180343153707495e-01 -4.201019542853477451e-01 -4.960231136186419865e-01 5.228301986866966053e-03 2.009533211874781067e-01 8.775414827781253813e-01 -4.353604364377492986e-01 3.112875066532817640e-04 6.181766285351401047e-01 2.311607551584475284e-01 7.512804816279740061e-01 -1.739059347090405293e-03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00 -4.252833516154408411e-01 3.838939293086139903e-01 -3.234278703606517924e-01 2.651371110135414821e-01 -2.434212539327806624e-01 -4.126994448493940260e-01
7.616153526661710860e-01 -4.177127494445643241e-01 -4.954372954229956383e-01 7.731523249120889410e-03 2.006086777176240843e-01 8.789491058228552367e-01 -4.326715025603107279e-01 3.759063667483978342e-04 6.161965703894539681e-01 2.301402384950358426e-01 7.532179356199028009e-01 -2.817344437631937905e-03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00 -5.996778970827670863e-01 4.884103726662722411e-01 -2.647766007038482861e-01 2.356344054535238208e-01 -2.528061613066289737e-01 -4.193796918235106475e-01
7.634329087947695491e-01 -4.151232551582888508e-01 -4.948160031730644559e-01 1.015469676892123523e-02 2.007391275886436510e-01 8.806618044745370133e-01 -4.291137268014161288e-01 3.748715606679864126e-04 6.139006408893438183e-01 2.282706081270293452e-01 7.556576832440843328e-01 -4.024374940900451135e-03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00 -7.723471621746151872e-01 5.866654956581556224e-01 -2.026046945851560366e-01 2.064580209773997643e-01 -2.618303421499478256e-01 -4.246556632339386073e-01
7.653553443594315331e-01 -4.123509096871995627e-01 -4.941638638902755565e-01 1.249140112347395422e-02 2.013300389680909297e-01 8.826593714466616225e-01 -4.247100793536722763e-01 3.030717049027690482e-04 6.113079525360154420e-01 2.255640993751112100e-01 7.585666920311279204e-01 -5.349322681115388153e-03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00 -9.365713103420640895e-01 6.794447907058170921e-01 -1.425334929252104199e-01 1.776013988601912175e-01 -2.704465922852402615e-01 -4.265955227919461246e-01
7.673817489902023947e-01 -4.094082937130897326e-01 -4.934674261003744178e-01 1.472969442504751779e-02 2.023409897334390029e-01 8.849100213162156559e-01 -4.195144579668120821e-01 1.508821726377748674e-04 6.084269683790114458e-01 2.220790514341872413e-01 7.619038793570566126e-01 -6.772699422445072059e-03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00 -1.084289274479235621e+00 7.673914512299578883e-01 -9.109500731986702737e-02 1.490557903874691059e-01 -2.786375777325579284e-01 -4.227579201113584317e-01
7.695182635025230589e-01 -4.063048319215697424e-01 -4.927048061371448462e-01 1.685553573700917032e-02 2.037198079612625723e-01 8.873773300936272923e-01 -4.135936611206879054e-01 -9.276600574679348893e-05 6.052601777160467877e-01 2.178941477976975016e-01 7.656254046146160341e-01 -8.271488176950411372e-03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00 -1.217289961060335823e+00 8.510161919899242866e-01 -4.742127336030340506e-02 1.208091224589628032e-01 -2.864117102911379331e-01 -4.139281425744866794e-01
7.717701421305355192e-01 -4.030489029355704411e-01 -4.918561068909257927e-01 1.885666920501613553e-02 2.054185528973476726e-01 8.900274443360002286e-01 -4.070065961304246693e-01 -4.370113273266957579e-04 6.018089951720831943e-01 2.130791692447836227e-01 7.696903297676350730e-01 -9.825070471433314245e-03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00 -1.337155683246332494e+00 9.307518493582036534e-01 -1.071745313076160472e-02 9.284706368067643933e-02 -2.937869294013584209e-01 -4.007903720617187471e-01
7.741417081932532307e-01 -3.996480920487253119e-01 -4.909032679814216427e-01 2.072240579281033751e-02 2.073931158140057407e-01 8.928290691277127600e-01 -3.998053924572929629e-01 -8.892661993113798935e-04 5.980741693549498361e-01 2.076960715883931219e-01 7.740604839080376109e-01 -1.141490139898601770e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00 -1.445285309443465449e+00 1.006967273454091094e+00 1.974017632681394213e-02 6.515407655377360163e-02 -3.007871114541977864e-01 -3.839413949123381409e-01
